F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Part,Name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029901542,2.4814296,0.013006818,0.0140989395,0.025569983,0.012563165,0.30232885,0.21167271,1.1326526,0.0,0.0067167655,4.7990723,6.8564916,0.4848846,4.4969716,1.6317464,6.9786673,0.9306298,3.329868,1.4405032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.352775,16.452816,0.0064047496,0.02371745,0.006899802,0.5025126,0.0,0.0,0.0,1.93,0.0,-50.778683,Train,zMXIf66PPhU.004.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054071587,0.08423041,0.04992611,0.053545713,0.058152936,0.008226827,0.16010393,0.07525103,0.12019564,0.058444697,0.010156983,0.35109776,19.450602,0.16260658,8.731929,0.34649664,11.97057,0.2718046,2.8142319,2.0821056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.058088,23.982515,-0.02040085,0.01040836,0.010218758,8.542713,0.0,0.0,0.0,1.93,0.0,-57.54293,Train,98fnGDVky00.001.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011506785,0.3218488,0.008631416,0.0105032325,0.014488123,0.0058567077,0.096705906,0.041752852,0.05948805,0.02920387,0.00050565886,0.5745234,-9.561804,-0.515729,-15.1959,-0.65033937,0.5224941,20.821478,-9.711446,-1.3011947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7167015,3.0682912,0.014022602,0.05262815,0.00048570012,7.035176,0.0,0.0,0.0,1.89,0.0,-84.49422,Val,vfqYI2QmfeU.003.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506379,0.47576287,0.028823879,0.030962601,0.034650646,0.0058267675,0.7256528,0.49912962,0.07079602,0.0,0.0063630985,0.34063664,23.340105,0.13170391,15.480932,0.25628576,26.572678,0.18680261,9.027436,0.60548645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.998207,22.042358,-0.0075090514,-0.0019155613,0.006414938,0.5025126,0.0,0.0,0.0,1.93,0.0,-61.38235,Val,2TXrDZgbDHE.002.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457249,0.69218993,0.07329818,0.08132925,0.09326487,0.019966692,0.29805228,0.19946446,0.77073824,0.012747616,0.014355906,1.3396246,11.220068,0.23685403,-0.13573264,-53.45553,7.3635216,0.7432475,1.5492928,4.6287675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.482409,13.078517,0.018048344,0.014647232,0.014523483,0.5025126,0.0,0.0,0.0,1.93,0.0,-50.515377,Train,nBjBfN9SbpM.004.wav
13.448467,0.030453648,13.13873,13.556103,13.81791,0.67918015,34.772804,12.215119,21.153406,11.865486,0.025718471,1.1584023,0.0010339657,0.0053305733,0.050138783,0.049104817,-0.057214465,0.047477264,0.063316785,0.0,0.010770308,1.2098581,11.73177,1.0380574,5.77918,1.3171554,9.518607,1.101383,5.132407,1.2351238,0.03639699,0.97969955,2.2694824,0.5203485,-4.1594033,-0.68584067,26.329649,1.3830935,23.385115,1.0051725,768.5311,0.368583,1349.1495,0.17734836,-170.93362,-0.3468552,1810.2323,0.16605787,1088.4076,0.220572,-172.12454,-0.331215,2839.2263,0.07343031,938.7877,0.3915868,-172.6313,-0.32402542,-21.656336,-0.24154174,32.534527,0.1812602,-0.043247018,-0.4458723,0.012308735,0.6880377,0.02711888,0.39077225,23.568224,0.13337362,9.576993,0.68005687,21.477266,0.29699227,11.096355,0.54835457,-22.02144,32.782375,0.052809183,0.051309083,0.01924982,0.5025126,3.626943,0.03857143,0.016413037,0.25166667,0.26829192,-54.655533,Train,8g5jPiQ6XdA.003.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082454294,0.24472885,0.067943536,0.07125351,0.09782988,0.029886343,0.6535526,0.69461095,0.15976818,0.032538697,0.0069667986,0.73771757,-0.50478774,-2.7578776,-5.280028,-0.43815902,15.882406,0.17241265,-9.2048025,-0.5074643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.663656,-0.6852226,0.04686729,0.02516422,0.007052044,1.0050251,0.0,0.0,0.0,1.93,0.0,-61.10882,Train,8bn3HZY76xU.001.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09868581,0.15694387,0.08766757,0.09517505,0.105469726,0.017802157,0.46521205,0.24608871,0.3051651,0.23039843,0.04542791,0.4502438,14.741338,0.25952426,7.9129524,0.51907223,9.447936,0.42560828,6.0929303,0.76115465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.59389,28.392166,-0.03677096,0.012570373,0.045293313,3.517588,0.0,0.0,0.0,1.93,0.0,-46.739162,Train,mhF4kYTlVUE.002.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026693825,0.32824132,0.01867938,0.024830813,0.035629388,0.016950008,0.21352802,0.11578436,0.07227709,0.029400209,0.0037995647,0.7045764,15.210925,0.21704134,19.337702,0.24483179,12.824482,0.35429418,7.861629,0.46543488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.763088,27.073103,-0.017338507,0.018729966,0.0038684453,1.5075377,0.0,0.0,0.0,1.93,0.0,-65.26718,Train,hrat_RJczFM.004.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04151476,0.4328543,0.026827417,0.03374863,0.057315238,0.03048782,0.30180493,0.26173124,0.4556427,0.35431767,0.0030409896,0.61738354,5.832706,0.88964736,2.8842626,2.5777903,1.858151,2.4413693,-7.4194484,-0.7676651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8858316,10.925154,0.06562947,0.01321841,0.0030924499,2.5125628,0.0,0.0,0.0,1.93,0.0,-67.894035,Train,36NZ0sHWQFg.001.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2835263,0.16224249,0.25628865,0.28161195,0.31034687,0.054058224,1.2854882,1.1367842,0.61151797,0.30021906,0.041991044,0.34742522,-3.8376021,-0.6469515,-18.97206,-0.22229972,-14.059004,-0.2591044,0.34986112,14.400009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.506651,6.64118,0.049035896,0.02652401,0.042114396,2.0100503,0.0,0.0,0.0,1.93,0.0,-45.760033,Train,Etfh8X-ECtY.001.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031787943,0.49175933,0.022579748,0.027018568,0.03395127,0.011371523,0.29788554,0.16317381,0.19885771,0.078290924,0.002997228,1.4451988,3.9066172,0.8781478,9.4062605,0.481169,10.071047,0.433125,2.0967264,2.1208897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.693994,18.734589,-0.0034317968,0.021943249,0.0029598621,1.0050251,0.0,0.0,0.0,1.93,0.0,-65.45652,Val,_kK9tGN883Y.003.wav
25.457174,0.0074440767,25.284336,25.477188,25.656984,0.37264824,22.82095,0.0,-12.770605,0.0,0.07690906,0.58268535,0.04760658,0.056071013,0.11167398,0.0640674,0.9998476,0.55926204,0.44702718,0.4053854,0.01825872,0.58205444,15.712559,0.36058035,4.362064,2.934077,8.648089,0.5401871,9.276733,0.58521026,0.04080919,0.3322746,2.1255,0.78337795,5.362081,0.11797952,22.658283,0.13305493,43.207943,0.055046193,729.6522,0.2893105,1356.8861,0.03613632,-194.5926,-0.15910822,1791.0593,0.093842715,1210.9567,0.1304782,-195.0073,-0.14765878,2767.0354,0.07440051,1061.7667,0.10534576,-194.94783,-0.14915416,-25.480726,-0.20818746,33.08429,0.18076986,-0.018473351,-0.49384716,0.0075151073,0.4575491,0.045761205,0.22111924,16.442663,0.27662742,37.68609,0.21306787,19.94597,0.104850516,20.613674,0.24657188,-12.82388,23.716366,-0.022574756,0.019788023,0.017197829,2.5125628,0.51546395,0.06,0.0,0.92499995,0.775,-50.736492,Test,L_gmlaz-0s4.004.wav
