,filename,basename,extraversion,neuroticism,agreeableness,conscientiousness,openness,labels_mean,yamnet_no_music_20+speech_rate_>0.5,yamnet_no_music_20+speech_rate_>0.6,yamnet_no_music_20+speech_rate_>0.7,yamnet_no_music_20+speech_rate_>0.8,yamnet_no_music_20+speech_rate_>0.9,silero_speech_rate>0.5,silero_speech_rate>0.6,silero_speech_rate>0.7,silero_speech_rate>0.8,silero_speech_rate>0.9,ethnicity,gender,music,labels_mean_quant,partition
55,tASMzbFSxsQ.004.wav,tASMzbFSxsQ,0.7476635514018694,0.6458333333333333,0.7362637362637363,0.5825242718446602,0.8999999999999999,0.7224569785687198,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,3,3.0
56,93bQfdes68U.000.wav,93bQfdes68U,0.308411214953271,0.3125,0.4065934065934066,0.2718446601941747,0.3333333333333333,0.3265365230148371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,3.0
57,_IQX3zjINy4.003.wav,_IQX3zjINy4,0.2616822429906542,0.4166666666666667,0.3956043956043956,0.4563106796116505,0.4111111111111111,0.3882750191968956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,1,4.0
58,PooFvZH6fK0.002.wav,PooFvZH6fK0,0.5981308411214954,0.6145833333333333,0.7802197802197802,0.5728155339805825,0.6555555555555556,0.6442610088421493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,4.0
59,Vy-Lr_iM5qo.004.wav,Vy-Lr_iM5qo,0.5420560747663552,0.3645833333333333,0.5384615384615384,0.4466019417475728,0.5333333333333333,0.4850072443284266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,0.0,2,3.0
60,sx57p5HyekI.001.wav,sx57p5HyekI,0.5700934579439253,0.5729166666666666,0.3846153846153846,0.5339805825242718,0.611111111111111,0.534543440572272,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,3.0
61,0u56Q_QmxIM.001.wav,0u56Q_QmxIM,0.4112149532710281,0.5729166666666666,0.6703296703296703,0.8543689320388351,0.5333333333333333,0.6084327111279066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,0.0
62,1hpZ2ecWqtI.000.wav,1hpZ2ecWqtI,0.7102803738317757,0.4895833333333333,0.6043956043956044,0.3883495145631068,0.5111111111111111,0.5407439874469862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,1.0
63,voXr6-ykd1w.001.wav,voXr6-ykd1w,0.5327102803738318,0.5416666666666666,0.5164835164835165,0.3495145631067961,0.6666666666666666,0.5214083386594954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,2.0
64,BQ9i8qkXiVQ.001.wav,BQ9i8qkXiVQ,0.1682242990654205,0.25,0.5824175824175825,0.3300970873786408,0.3555555555555556,0.3372589048834399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,0.0
65,v5hZeuRW6m0.003.wav,v5hZeuRW6m0,0.1869158878504672,0.4270833333333333,0.4285714285714285,0.4174757281553398,0.5222222222222223,0.3964537200265582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,0.0
66,rD6NViDdyOU.000.wav,rD6NViDdyOU,0.5420560747663552,0.65625,0.6043956043956044,0.3786407766990291,0.5777777777777777,0.5518240467277533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,2.0
67,pkwzo1OkEmY.004.wav,pkwzo1OkEmY,0.4953271028037384,0.53125,0.5494505494505494,0.4854368932038835,0.6,0.5322929090916342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,1.0
68,Ie2y_yOeKpo.005.wav,Ie2y_yOeKpo,0.7196261682242993,0.4895833333333333,0.4835164835164835,0.4077669902912622,0.611111111111111,0.5423208172952979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,2,2.0
69,5LT-hTT4J7s.005.wav,5LT-hTT4J7s,0.5700934579439253,0.5625,0.5494505494505494,0.5145631067961165,0.5888888888888889,0.5570992006158961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,1.0
70,Bz3Jx4QL_6Q.005.wav,Bz3Jx4QL_6Q,0.5140186915887851,0.6875,0.6593406593406592,0.6893203883495147,0.5555555555555556,0.6211470589669028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,0.0
71,Jr6GmDtvTK0.001.wav,Jr6GmDtvTK0,0.3457943925233645,0.3854166666666667,0.3626373626373627,0.3495145631067961,0.4666666666666667,0.3820059303201713,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1,2.0
72,JciLbidX1Q8.001.wav,JciLbidX1Q8,0.2897196261682243,0.4270833333333333,0.4065934065934066,0.3689320388349514,0.3888888888888889,0.3762434587637608,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1,1.0
73,4lIbWq27O84.004.wav,4lIbWq27O84,0.4859813084112149,0.6041666666666666,0.6483516483516484,0.5339805825242718,0.5666666666666667,0.5678293745240935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,4.0
74,h7qbP1GS50U.000.wav,h7qbP1GS50U,0.5607476635514019,0.4270833333333333,0.5934065934065933,0.4466019417475728,0.5555555555555556,0.5166790175188913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,2.0
75,8eeZjC_bmtc.004.wav,8eeZjC_bmtc,0.3831775700934579,0.4270833333333333,0.4725274725274725,0.3203883495145631,0.3888888888888889,0.3984131228715431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,1,2.0
76,p_mu11crx-s.000.wav,p_mu11crx-s,0.2523364485981308,0.25,0.4835164835164835,0.4368932038834952,0.4,0.3645492271996219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,3.0
77,VForU0EmBr0.002.wav,VForU0EmBr0,0.2803738317757009,0.3645833333333333,0.4615384615384615,0.3300970873786408,0.3666666666666667,0.3606518761385606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,1.0
78,L4uFD6434Pc.004.wav,L4uFD6434Pc,0.5140186915887851,0.625,0.5934065934065933,0.5339805825242718,0.5666666666666667,0.5666145068372634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,3.0
79,sHVXhr7_EOs.004.wav,sHVXhr7_EOs,0.205607476635514,0.2604166666666667,0.2857142857142857,0.2427184466019417,0.3111111111111111,0.2611135973459038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,1,3.0
80,2d6btbaNdfo.001.wav,2d6btbaNdfo,0.4859813084112149,0.4375,0.4615384615384615,0.5048543689320388,0.5111111111111111,0.4801970499985653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,0.0
81,Rops7WYMCCY.004.wav,Rops7WYMCCY,0.3925233644859813,0.2708333333333333,0.4175824175824176,0.2524271844660194,0.4444444444444445,0.3555621488624392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,2.0
82,OEKg-Tvwcbk.002.wav,OEKg-Tvwcbk,0.3457943925233645,0.46875,0.5164835164835165,0.4174757281553398,0.4777777777777778,0.4452562829879997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,4.0
83,CESTtNvDpww.001.wav,CESTtNvDpww,0.8411214953271028,0.7187499999999999,0.7802197802197802,0.7475728155339806,0.7777777777777777,0.7730883737717282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,3,2.0
84,1ajEXdEsJ-k.002.wav,1ajEXdEsJ-k,0.3551401869158878,0.4583333333333333,0.4835164835164835,0.4271844660194174,0.4888888888888889,0.4426126717348022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,0.0
85,hIxLNK_x_QA.004.wav,hIxLNK_x_QA,0.4953271028037384,0.5,0.6043956043956044,0.3883495145631068,0.6444444444444444,0.5265033332413788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,1.0
86,Pkgi4--hwfo.003.wav,Pkgi4--hwfo,0.5514018691588786,0.6145833333333333,0.4835164835164835,0.6504854368932039,0.5555555555555556,0.5711085356914911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,2,1.0
87,h_GDQ9_H1es.000.wav,h_GDQ9_H1es,0.6822429906542057,0.5833333333333333,0.5714285714285714,0.6796116504854369,0.711111111111111,0.6455455314025317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,3,0.0
88,_ZAqTHlu2ts.000.wav,_ZAqTHlu2ts,0.1588785046728972,0.1249999999999999,0.2527472527472527,0.2135922330097087,0.2111111111111111,0.1922658203081939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,0.0,1,3.0
89,nB-fPmvZg3U.004.wav,nB-fPmvZg3U,0.4672897196261683,0.5,0.6593406593406592,0.5048543689320388,0.6444444444444444,0.5551858384686621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1.0,2,2.0
90,fDBpO2TyB-Y.001.wav,fDBpO2TyB-Y,0.663551401869159,0.6875,0.6813186813186812,0.5048543689320388,0.7999999999999999,0.6674448904239757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,1.0
91,RtbBc9kI6tE.000.wav,RtbBc9kI6tE,0.3831775700934579,0.2916666666666666,0.3626373626373627,0.4660194174757281,0.5555555555555556,0.4118113144857542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,1.0
92,o2wtRccAgjE.005.wav,o2wtRccAgjE,0.4018691588785047,0.4166666666666667,0.4945054945054945,0.3786407766990291,0.4777777777777778,0.4338919749054946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,3.0
93,qD15qWMepxU.002.wav,qD15qWMepxU,0.4485981308411215,0.5625,0.5714285714285714,0.4174757281553398,0.5777777777777777,0.515556041640562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,2,3.0
94,pEr7WTIPW64.003.wav,pEr7WTIPW64,0.4205607476635514,0.3229166666666666,0.3406593406593406,0.2621359223300971,0.5444444444444444,0.37814342435282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1,3.0
95,19pTUX8KfYM.005.wav,19pTUX8KfYM,0.5794392523364487,0.6979166666666666,0.6483516483516484,0.8058252427184466,0.6666666666666666,0.6796398953479754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,3,1.0
96,ssexxLJLuhU.001.wav,ssexxLJLuhU,0.4018691588785047,0.4791666666666667,0.5494505494505494,0.5145631067961165,0.4222222222222222,0.4734543408028119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,1,3.0
97,qfL0ml0f84g.000.wav,qfL0ml0f84g,0.588785046728972,0.6875,0.5164835164835165,0.5339805825242718,0.6555555555555556,0.5964609402584631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,0.0,3,2.0
98,WRz1F6DqmRQ.001.wav,WRz1F6DqmRQ,0.4299065420560748,0.4166666666666667,0.5274725274725275,0.3689320388349514,0.3888888888888889,0.4263733327838218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0.0,1,3.0
