music,name
0.0,OgPC4wnLJR0.000.wav
0.0,HT_8WpgGqjk.002.wav
1.0,dl9IT3OvI0o.005.wav
0.0,ZoHY-rWJsyw.002.wav
1.0,-9BZ8A9U7TE.002.wav
0.0,dOFnHXRLEdM.004.wav
1.0,6tBnFWDqvJE.000.wav
0.0,0u56Q_QmxIM.005.wav
0.0,T3v3-2tvV0s.002.wav
1.0,8w_oPolxRWQ.000.wav
1.0,XvV4YdhpC2w.003.wav
0.0,aptKaxP81xA.005.wav
0.0,qkmEt0ofGq8.001.wav
1.0,QdafN9Y_j-Y.000.wav
0.0,9RfE2-aTvaM.005.wav
0.0,AvuGsnkWjt8.003.wav
1.0,YHpEi96AY9w.005.wav
0.0,N5YT0FFd3-s.005.wav
0.0,3wgZrRMosvY.000.wav
1.0,l8weBJSCHbA.004.wav
0.0,ZqbJIM7rmO8.004.wav
0.0,JKDEEwxZwrw.000.wav
1.0,hspeWl-Bip0.000.wav
0.0,Pc-oQQwkIv8.005.wav
0.0,2kqPuht5jTg.001.wav
1.0,FogaU_yB9aY.003.wav
1.0,WuoQDp7pU24.000.wav
1.0,Pqy0NgxSvU0.004.wav
0.0,_hR9AD-eIy8.001.wav
1.0,7A7gav98tW4.000.wav
0.0,4nMstrTuXXw.000.wav
0.0,fwJykIyvS04.005.wav
1.0,vfqYI2QmfeU.003.wav
1.0,yVSfQZGt1co.002.wav
0.0,z0v9LukQRHU.004.wav
0.0,UQeuBvZNusI.005.wav
0.0,jd9_8OPxM3A.004.wav
1.0,YdxS3f4HXaA.002.wav
1.0,kK4QL7pOrhs.005.wav
0.0,tiVKJWLzmk4.005.wav
1.0,Qa-yF-tByDM.003.wav
1.0,85isLsZHZpo.003.wav
0.0,6zm71IHOCZA.004.wav
0.0,rTG9gtci67c.003.wav
1.0,iFSF6v3xw_k.000.wav
0.0,1uC-2TZqplE.001.wav
0.0,vCCRvatOFLA.002.wav
0.0,Ahiq4zhmYco.001.wav
1.0,grhDDOLsBho.003.wav
0.0,jd9_8OPxM3A.002.wav
0.0,2TXrDZgbDHE.002.wav
0.0,kJLeYUobR0M.000.wav
0.0,Or2_bP4lWYI.003.wav
1.0,9lA-PGQcHBc.000.wav
0.0,JEhC58vobs4.000.wav
0.0,1m67onLoRwY.001.wav
0.0,JxxF9y61ujA.001.wav
0.0,04oq2yrBwMg.000.wav
0.0,FM5UaJS-bhg.003.wav
0.0,4lH5nLSwmoM.002.wav
1.0,hjQpiGBO1Ao.000.wav
0.0,hqe-8SMJGmc.005.wav
0.0,y3_71Wpt9eA.001.wav
0.0,tZiRqu8joX8.004.wav
0.0,Alox0G4xUfM.001.wav
1.0,PpJ4S8ZM8mQ.003.wav
1.0,QTtTAFqT-no.000.wav
0.0,fY4tctYZTz8.000.wav
0.0,PSFLaQYVg1I.000.wav
0.0,io0aNQE8En8.004.wav
0.0,nCWEEoJfjgE.001.wav
1.0,bBqZyG-9ksM.003.wav
0.0,zxuPCshTSOs.000.wav
1.0,VugKq4gOi50.003.wav
0.0,mlXZQ8dO0nQ.001.wav
0.0,odRqijkG28U.002.wav
0.0,vp9p1osOaLI.005.wav
1.0,F2v55oUN-4w.003.wav
1.0,mIQnQ8Nmj-c.003.wav
0.0,DyZlhseSuec.001.wav
0.0,do8FmnQbI5I.005.wav
0.0,JBiq9X_-r84.001.wav
0.0,gCQT7zfS7sI.005.wav
0.0,gCQT7zfS7sI.000.wav
0.0,Me22JENkhJA.001.wav
0.0,1dOaM7zWPo8.002.wav
1.0,lLObIVKYDUI.001.wav
0.0,V2nvyZB-JNM.000.wav
0.0,DjfLWIZq3bo.002.wav
0.0,B-OJ_xZILLg.000.wav
0.0,8Z6PrQdqffA.003.wav
1.0,P63CUj9KnSw.000.wav
0.0,Qzu9b49qvKo.000.wav
0.0,2x8GZaBY6TM.000.wav
0.0,MbufNmC0JL0.001.wav
0.0,aFVFvJNnFt0.002.wav
0.0,y-0p6fGXLD0.001.wav
1.0,2SzC9dm4Yy4.001.wav
0.0,4XdZDodpzac.001.wav
0.0,IMCEXoAkZv4.004.wav
1.0,teRgvZ63_2I.002.wav
1.0,2_OOIcYfLV0.000.wav
0.0,BeyIfaH64xY.002.wav
0.0,AlEqtGWa43g.003.wav
0.0,fSkQXqXR7D0.003.wav
0.0,WuIKjBb7s4Q.001.wav
0.0,Me22JENkhJA.002.wav
0.0,z1q3ktuRdII.005.wav
0.0,9c66Lb7e1BQ.001.wav
0.0,QJcc95Y0XPw.003.wav
1.0,EfQ2eU2MFEc.000.wav
0.0,TaTMtWvSmu4.002.wav
1.0,HX-3jJdK7HM.005.wav
0.0,cpzY1b6wJqs.000.wav
0.0,c4XnKouozXU.002.wav
1.0,LNM1i-a9q_A.005.wav
1.0,o7rFDFvW300.000.wav
1.0,yp-tfq1NxBk.005.wav
1.0,cdtZKwM5NIM.002.wav
0.0,7tlMys6MZ34.002.wav
0.0,_ZAqTHlu2ts.003.wav
1.0,1zpucNpIDk8.000.wav
1.0,h6LOjpCRXtY.003.wav
0.0,KJP4SKS2vtY.005.wav
0.0,YryBLVZgJj0.004.wav
1.0,WuHLxhCSnGs.000.wav
1.0,VPFrKx72gvo.000.wav
0.0,mq9NNKmKYdk.002.wav
0.0,mfGhtr0zy3k.000.wav
1.0,XhgDsQlEnuU.005.wav
1.0,YuoLr4xDvbE.001.wav
0.0,Se3Gts4u1vs.001.wav
1.0,6inqwyJPQ6k.002.wav
1.0,CuGuiOZ48Ig.003.wav
1.0,lNG_XdqMf0g.001.wav
0.0,_QXI4n_FRN4.003.wav
0.0,cZ6xhB5yhfY.005.wav
0.0,FNHMXPaHll0.002.wav
0.0,EelHLfeSJfM.005.wav
0.0,PYL8BGJKu20.000.wav
0.0,aLAqJkRWKuk.003.wav
1.0,HH14jGFGuL0.001.wav
1.0,9pGJyf1MXLY.003.wav
0.0,Bo-mrL28d8M.005.wav
0.0,2oEUp9sGRGk.003.wav
0.0,3K16KyiAZHw.003.wav
0.0,8RVJqjILSD0.005.wav
0.0,qmiBcHJpKR0.001.wav
1.0,9UWCHrG5mys.000.wav
0.0,AotbiNsU85A.005.wav
1.0,keW8-eSiQ70.001.wav
0.0,keW8-eSiQ70.005.wav
0.0,xVJDjbiIjTo.000.wav
0.0,0uCqd5hZcyI.004.wav
0.0,QqTw0lnrtBo.005.wav
0.0,VZ6jhnbk-5g.000.wav
0.0,-PF2TG2loGc.002.wav
0.0,M56UFrEgXnI.000.wav
0.0,Q9B3SJkH2Q8.000.wav
0.0,2mfmw63l88g.002.wav
0.0,o2wtRccAgjE.004.wav
0.0,_kK9tGN883Y.003.wav
1.0,OcS4H_dFeOc.000.wav
1.0,F0VbEO_0Ybc.004.wav
0.0,EwMMNKLjO9w.005.wav
1.0,kxlqIrk0WnY.000.wav
0.0,osqQpQsJNPQ.002.wav
1.0,OTeEvhxpoYE.004.wav
0.0,1uC-2TZqplE.005.wav
0.0,nOFHZ_s7Et4.004.wav
0.0,0u56Q_QmxIM.003.wav
1.0,0G9vplL8ae8.004.wav
0.0,NOrjfF0-pQ4.000.wav
1.0,qjWi69HY2Fc.002.wav
1.0,OSDlyk5ZgAk.003.wav
1.0,PpK8b_LrAfQ.002.wav
0.0,KfurkMyjD-c.005.wav
1.0,Af_F0IzHK6o.005.wav
0.0,KfurkMyjD-c.000.wav
0.0,sHVXhr7_EOs.000.wav
1.0,vtOEl_Mg0Io.002.wav
0.0,8hW6WfYBP18.000.wav
0.0,zFVjcb45pjI.004.wav
0.0,kSk-rf7a1Ig.004.wav
0.0,dmycfNpiWCE.000.wav
1.0,ZvxUUh2wN7s.000.wav
0.0,xVJDjbiIjTo.002.wav
1.0,7nJPNkWZDOY.004.wav
0.0,twmdh5zdvfg.003.wav
0.0,pzG2VeUbefw.002.wav
0.0,nEm44UpCKmA.003.wav
1.0,Gtq5nfRlRx8.005.wav
0.0,gCd5bIDNAbI.003.wav
1.0,X1EjfXX3NTk.001.wav
0.0,t9wFHk9TM-U.000.wav
1.0,bBqZyG-9ksM.004.wav
1.0,PdE7qRRCz2c.000.wav
0.0,mfGhtr0zy3k.005.wav
0.0,8hW6WfYBP18.002.wav
1.0,o7rFDFvW300.001.wav
1.0,HhC2cGFFZeY.002.wav
0.0,CQR-eM3mTFU.000.wav
0.0,ay4cdKr1I0o.002.wav
0.0,5CRqN54uejE.004.wav
1.0,fKrX-KXgXYM.001.wav
0.0,a84s1DYag-I.003.wav
1.0,i3s5XtbhSrE.004.wav
0.0,NTATNIs2sSc.002.wav
0.0,BlvmREgt2C0.004.wav
0.0,75XbCb7G8kw.005.wav
0.0,dOFnHXRLEdM.002.wav
0.0,6oL9yyc9iJc.005.wav
0.0,GS7cBLgZKgk.005.wav
0.0,OdwK_oMdfSU.001.wav
1.0,cA3KzjBNr4M.001.wav
0.0,HbGeoKBULAA.000.wav
0.0,kV7MFI2_ddo.004.wav
1.0,b2Y41GrCrPs.005.wav
0.0,o6JCQlOC3oE.001.wav
0.0,gIWZPg1BxlU.000.wav
1.0,mKsGK9nCTxw.004.wav
0.0,OiDyfO2zB7s.005.wav
0.0,5TYuLy7JLj4.003.wav
0.0,c4XnKouozXU.005.wav
0.0,OLFhKCgexRU.003.wav
0.0,twO6ceVTuII.004.wav
1.0,keW8-eSiQ70.002.wav
1.0,NoHext7JXYU.004.wav
0.0,_fJcW5234bY.003.wav
0.0,XLKNGnpTO9k.004.wav
0.0,JEualxMkaE4.001.wav
1.0,SR1Q5M2urxY.005.wav
0.0,VmXZ2jMWuvk.002.wav
1.0,JU_XfoyZIVM.000.wav
0.0,8narByy2B5g.003.wav
0.0,UCKiPkp4ZkA.002.wav
0.0,EeI8iXLDfc0.003.wav
0.0,c70zW-HoZUA.001.wav
0.0,jKHaHWuaU14.005.wav
0.0,dDi6vy-OZRg.001.wav
0.0,oVSMxtPpQ0M.004.wav
0.0,cxJ0u6r0-pU.004.wav
0.0,TJJJfJfj46M.003.wav
0.0,_fFmEyvWgfA.001.wav
0.0,ng42eoHytOA.004.wav
0.0,39BJkEXJpgc.000.wav
0.0,f7E26XfU8rw.001.wav
1.0,DChmTb-c9uM.000.wav
0.0,rGNeR3p1jKU.004.wav
0.0,K9ZTOb6PbfQ.003.wav
1.0,mIQnQ8Nmj-c.000.wav
0.0,Z3E1jkaNRKs.004.wav
0.0,jpPZVmzleAo.003.wav
0.0,HT_8WpgGqjk.005.wav
1.0,_uNup91ZYw0.000.wav
1.0,Tg8a_iNEamM.003.wav
0.0,yOzHZOg95Ug.002.wav
1.0,WATt9OOVZh8.005.wav
1.0,85isLsZHZpo.005.wav
0.0,mQpNe8f5xA8.001.wav
0.0,me5UoRny6NU.000.wav
0.0,4Qr1BjZhnpg.005.wav
0.0,IQdz0Pd-L2Y.000.wav
0.0,jrhvXPaXo-0.001.wav
0.0,3LAaFUSGvsU.000.wav
0.0,2rV3Ibtdnvs.002.wav
1.0,r4BGKIXrD9c.002.wav
1.0,jZl3Rq1MRQg.001.wav
1.0,O2wMPdp2-Is.003.wav
0.0,8narByy2B5g.002.wav
1.0,u5mRlNCQ0BQ.001.wav
1.0,GTmHSF6vNWc.000.wav
0.0,CyzKot0CNyU.002.wav
1.0,7WixH0aSfqI.000.wav
1.0,RsYSOFRFszk.003.wav
0.0,7fOxteINSUg.005.wav
1.0,7IegDaeNlik.001.wav
0.0,tCnfvBwWVKw.001.wav
1.0,sSR1a5XW7n4.005.wav
0.0,y4Ej1YSEQf0.004.wav
0.0,NVvKBE5FTMk.001.wav
1.0,O3_j0d7mq7k.003.wav
0.0,Wx_oe0SxD9w.004.wav
0.0,uoLDJJMK5Gw.001.wav
0.0,u50B6bIkN9g.003.wav
0.0,cgT-3CHBmKs.001.wav
0.0,LCafv-LfC3Y.002.wav
0.0,DSYiLCGNDP0.001.wav
0.0,3JzvXA-Zfbs.004.wav
0.0,c2LeNguVNrI.000.wav
0.0,39BJkEXJpgc.004.wav
1.0,cgGCyBMdGrA.004.wav
0.0,L5PkZA1ErYY.000.wav
1.0,u0ge93spFvY.000.wav
1.0,UGp1GNK0GWg.002.wav
0.0,Oe7ItP7gS4w.001.wav
0.0,FGkS4vJYOpM.003.wav
1.0,gM_KAA-ejJA.000.wav
0.0,WwmWN63mkT4.000.wav
1.0,Ff0WqsFl-1s.001.wav
1.0,jwcSbw4NDn0.000.wav
0.0,aL0oPOOeoB8.000.wav
1.0,XPV4pavXh94.000.wav
0.0,ZxxRJRz2hf0.001.wav
0.0,MvWDky9ZaWU.004.wav
1.0,kco35S1k5Ks.001.wav
0.0,0VnZngec8sc.002.wav
1.0,6U2qLDZA5lQ.000.wav
1.0,Vyktsh14Kww.003.wav
0.0,IQdz0Pd-L2Y.002.wav
0.0,xVJDjbiIjTo.003.wav
0.0,4vJ69g7gAH4.000.wav
1.0,PReOtefm17s.001.wav
0.0,xsLvl2qGrxU.004.wav
0.0,JBiq9X_-r84.003.wav
0.0,Ay7bZ7Sgx9Q.005.wav
0.0,FvjIziLzffo.000.wav
0.0,SIpQm4G4DDg.002.wav
0.0,7u0o63Z7q9E.000.wav
0.0,PWM-bKcs2p8.003.wav
0.0,y-0p6fGXLD0.003.wav
0.0,FNHMXPaHll0.000.wav
1.0,slE2PWIwzus.003.wav
0.0,m5kTITzj1bY.000.wav
0.0,nndDX4RgU1w.004.wav
1.0,mLZw7Hf8AYI.001.wav
0.0,xrxAyO8pKUo.000.wav
0.0,E49FxumXPnc.000.wav
0.0,CLGJCzz6tIU.002.wav
0.0,qoztP0w5-Vo.003.wav
1.0,W7BbL3NZvrU.003.wav
1.0,dvU5jYExl0o.000.wav
1.0,mwjoabuP-GM.005.wav
0.0,blAjqQ0ja8Q.002.wav
0.0,kY_4WyAXxrQ.005.wav
1.0,FhCOvzMrNs8.003.wav
0.0,8YQKwMdiaAE.000.wav
0.0,K9ZTOb6PbfQ.002.wav
1.0,LtTR6elruhU.000.wav
1.0,7GRC7XjGzX8.000.wav
0.0,3lV-sr3NOUo.005.wav
0.0,Zwu5Y5r3Lrs.004.wav
0.0,9XqeGs2MMic.001.wav
1.0,sPMNhG1Sehc.001.wav
1.0,hG0I7DLSSYg.004.wav
1.0,Jh8yMyNZkuo.002.wav
0.0,WTzDOt2GO1M.001.wav
1.0,G7hYffrZ1Hc.003.wav
1.0,TD2jIXMD-SM.004.wav
0.0,R-qB2FX7ZbE.002.wav
0.0,Vk3scj5vhd4.002.wav
0.0,ax8wm9K41og.002.wav
0.0,_mvqVnzddCw.001.wav
0.0,4VwcU0ROy5k.000.wav
0.0,Ay7bZ7Sgx9Q.000.wav
0.0,LKBoLbWHJYI.001.wav
0.0,5-mwIFjOWZ4.002.wav
0.0,6NjuNY4LfQc.001.wav
0.0,-Wqk9eex6bQ.001.wav
0.0,mhvkJjOAjYI.001.wav
0.0,4NzqG0XwOWg.003.wav
1.0,ED70UxZkohc.004.wav
1.0,RQeoo3idUJc.005.wav
1.0,MCr6FmFAhak.003.wav
0.0,7wsksuXYoMY.003.wav
0.0,T3v3-2tvV0s.005.wav
0.0,ZYrFfvp7_Mo.001.wav
1.0,DrlC4bEYcmw.001.wav
0.0,3HA2W1s4oP8.004.wav
1.0,ymrFbEMNBME.002.wav
1.0,k4eeYoHtnnI.002.wav
0.0,Oe7ItP7gS4w.003.wav
1.0,SFHklR7lWCA.001.wav
1.0,2HU92Hfx8Lo.000.wav
1.0,Po4UGCJbCbw.003.wav
1.0,kUpkeJDcxaE.001.wav
1.0,O2wMPdp2-Is.005.wav
0.0,eI_7SimPnnQ.004.wav
0.0,qLV1a_611kA.005.wav
0.0,UMMhvyjgRnM.005.wav
0.0,tcmYlyeqwuI.001.wav
0.0,8py6SksNsZQ.000.wav
0.0,8qG1sMihtPA.001.wav
0.0,2c42A4Z7qPE.002.wav
0.0,2yUnXroXyeI.001.wav
0.0,shtirfEzWFA.003.wav
0.0,x57nEfACdXA.000.wav
0.0,ngB_cSxOjx0.005.wav
0.0,twmdh5zdvfg.001.wav
0.0,ikCqtEGQbrg.003.wav
1.0,4ZlcaXadwlo.002.wav
1.0,MvWDky9ZaWU.001.wav
0.0,JBiq9X_-r84.005.wav
0.0,Cvuu76B-bxA.004.wav
0.0,YGrCXe2-fVk.005.wav
0.0,qCFFW1dM8V8.000.wav
0.0,Egogv6acOd0.005.wav
1.0,si_gZCrLa4A.004.wav
1.0,zEyRyTnIw5I.004.wav
0.0,xtDw9TlWiww.001.wav
0.0,2UqnC_rFcRQ.005.wav
0.0,uE2U_Y7QrIw.004.wav
0.0,XfUqFt2amrM.001.wav
0.0,P_wDFLJnW-o.003.wav
0.0,2WuhWF4fAOQ.000.wav
0.0,aLvpOYqzErk.005.wav
1.0,noepjVnUVFY.002.wav
1.0,_g3M_MoFIvA.002.wav
1.0,kxJVM1-pYxc.005.wav
0.0,xLfLuyIQOJE.001.wav
0.0,1sjXuXtx9-E.004.wav
1.0,4KD3XCMsIBs.002.wav
0.0,Ep2F3e1xiPc.000.wav
0.0,BxD2uO_3RXU.001.wav
0.0,kyq-X4IFMtw.004.wav
0.0,wm94g-5Cg5s.001.wav
0.0,R6NTuhZtOks.000.wav
1.0,IQNNEfYYYiw.003.wav
0.0,qFYgMFMal_s.002.wav
0.0,wDvZdcb00Bg.000.wav
0.0,TzW_VxrCR30.001.wav
1.0,B77ZCcCMrkM.001.wav
1.0,aaDlp62qn60.000.wav
0.0,V8w2Lo5wxl8.005.wav
0.0,LeQKH1vAVpg.000.wav
1.0,DmYsoYs9jyI.000.wav
0.0,o6xswp0D8tc.003.wav
0.0,BlXViK_ltm8.001.wav
0.0,qJ6_xSx9kCM.004.wav
0.0,bkzgccBFztM.002.wav
0.0,u_qvbRpm88k.003.wav
0.0,bcx6xr9Ja-8.002.wav
0.0,8qesctueAV0.005.wav
0.0,scifP1EXSdo.004.wav
0.0,zMXIf66PPhU.000.wav
0.0,omeHsKF7InA.002.wav
1.0,cFGjJg-2zOk.004.wav
0.0,9SGTRbePKLI.000.wav
1.0,qP8YzH6LT9c.000.wav
1.0,Q8bdpKNp698.000.wav
1.0,IGjI8aP14gg.003.wav
1.0,8lg8A_zFOmg.004.wav
0.0,fsCK8Xuzl1Y.002.wav
0.0,u50B6bIkN9g.001.wav
0.0,sDWJMBZ1mVA.000.wav
1.0,AuaQ0rtedRk.000.wav
0.0,SRjhmQTPOmA.003.wav
0.0,lErjGxBb1Bk.005.wav
1.0,wuTgJGTEK-0.000.wav
0.0,C2MEPH7x9m0.000.wav
0.0,5BPGRteF64Y.000.wav
0.0,PyPFJWirPjs.002.wav
0.0,Kmrd1MsZKmQ.004.wav
1.0,NDC375coN1o.003.wav
0.0,6l0RBbxg4fk.001.wav
0.0,bviHajVIie0.001.wav
0.0,fUf2XzWpSVo.003.wav
0.0,3zAyM2edy1g.003.wav
0.0,P9WDAY-MFzk.005.wav
0.0,KYkfjIZEScM.004.wav
0.0,z0v9LukQRHU.000.wav
1.0,cOossY5pTrU.005.wav
0.0,wr4dP9MuHME.002.wav
0.0,Lt89YrQHF_w.000.wav
0.0,BS0wgLXqFgc.004.wav
0.0,foj4bqLSmF8.000.wav
0.0,L4Jlm0vGsvc.001.wav
0.0,P7poMmhYnM0.003.wav
0.0,r_cVo5qZ9n0.000.wav
0.0,heE4ZZXwehI.000.wav
1.0,j-F-t4BS0yM.002.wav
0.0,QV4TV3aHxfE.004.wav
0.0,d9_YDJdF-7I.005.wav
0.0,GWOtluILlk4.004.wav
0.0,4lIbWq27O84.005.wav
0.0,bPLhV0PGR50.000.wav
0.0,OwI3Q-qUqDw.003.wav
1.0,cx8IycWgMVs.000.wav
0.0,fG-hvGTHoec.000.wav
0.0,8s0R8r6UsU0.002.wav
0.0,CpmR-91GxmY.003.wav
0.0,vHIBCKwJLEY.000.wav
0.0,a97PXgrKSxo.001.wav
1.0,h6LOjpCRXtY.005.wav
0.0,qVcw5-mm31s.001.wav
0.0,nEm44UpCKmA.001.wav
0.0,simc6hmrUOE.003.wav
0.0,EelHLfeSJfM.001.wav
0.0,176vWywoq9E.003.wav
1.0,d4iSwRMV0bA.001.wav
0.0,EYhvnALhXt8.002.wav
0.0,hvGLlMhj7iE.002.wav
1.0,bBqZyG-9ksM.000.wav
0.0,CwmYqA1yi0Q.004.wav
0.0,8py6SksNsZQ.004.wav
1.0,JTmq4k4uQCY.004.wav
0.0,-6otZ7M-Mro.003.wav
1.0,modNfUPt3F4.003.wav
1.0,4nir0YtjHVs.003.wav
0.0,jpPZVmzleAo.005.wav
0.0,4b-LkHBGWp4.005.wav
0.0,geji1U2YAvg.003.wav
0.0,HKSgsi7HWWI.000.wav
0.0,ZaihsIQZCx8.000.wav
0.0,Qz_cjgCtDcM.000.wav
1.0,dvU5jYExl0o.002.wav
0.0,y6LC5kAJmHw.001.wav
1.0,lkdQjIunxSE.005.wav
0.0,1hpZ2ecWqtI.001.wav
0.0,YbxdeEd7wq4.000.wav
0.0,1m4WjLRKTwc.000.wav
1.0,7P2F5Mk_Q1s.001.wav
1.0,_TbRQa4InvM.004.wav
1.0,4ZlcaXadwlo.004.wav
0.0,3tPq9fNOXZQ.004.wav
1.0,mrMp9EorOxE.000.wav
1.0,54K75EhiTEk.001.wav
0.0,L5PkZA1ErYY.001.wav
0.0,DzqJmiQjsZ4.001.wav
0.0,8pM3X-xsD4s.002.wav
0.0,bDjqDn6susQ.002.wav
1.0,nHdhGsdsKPI.000.wav
0.0,9o10YrQykMk.005.wav
0.0,0mym1CooiTE.005.wav
0.0,dB65He57Ki8.004.wav
1.0,Po4UGCJbCbw.004.wav
1.0,Z6Yb7xE4Jb4.001.wav
0.0,m7zdWVDT-34.003.wav
0.0,z6E5hLYhaZk.005.wav
1.0,_zI6qgTJOSA.003.wav
1.0,pPtzEnf5afw.004.wav
0.0,_kK9tGN883Y.001.wav
1.0,8hH_eJ8qv_M.002.wav
0.0,3lV-sr3NOUo.002.wav
0.0,jKHaHWuaU14.000.wav
0.0,ZxxRJRz2hf0.005.wav
1.0,r93dLeVRk3U.005.wav
0.0,xpSCu7PgJts.001.wav
1.0,Lu9UNCSpQZM.001.wav
1.0,BPUFqFLZgZU.000.wav
0.0,8voP9HTSffg.000.wav
1.0,f0LnGz5Z6kA.003.wav
1.0,5lqg3tAI9H0.002.wav
0.0,lErjGxBb1Bk.003.wav
0.0,pZxqWp0e-Ik.002.wav
1.0,jq1dLOVUQJA.003.wav
1.0,6NjuNY4LfQc.002.wav
1.0,cx8IycWgMVs.002.wav
0.0,SRjhmQTPOmA.000.wav
0.0,xA2OJtxFoeg.002.wav
0.0,a38rz5AIslE.000.wav
0.0,xHb5_bc1JOA.004.wav
0.0,hDqsuyVeWmw.005.wav
0.0,G7QTNbKbu_4.004.wav
0.0,Ie2y_yOeKpo.003.wav
1.0,Z_STuUHKQTg.000.wav
1.0,9rF3BEXetOo.003.wav
1.0,YqgiL3iN2ak.000.wav
0.0,e6YTvjDXEl0.000.wav
1.0,EAMHqNxa9yY.003.wav
1.0,RQeoo3idUJc.003.wav
1.0,VJf0lkXcy2A.000.wav
0.0,RuRn2t7iPSc.001.wav
0.0,fsLf6Xv_Gbk.004.wav
0.0,WD1WsbooU2w.005.wav
1.0,voB6O-ky9cA.000.wav
0.0,m04e9ylCoK0.002.wav
0.0,uDm7iZuX5DQ.003.wav
1.0,dvMeqVbpKW8.000.wav
0.0,XAO4l8Ej-J8.001.wav
0.0,TQHzCznQ14Y.001.wav
0.0,FTk2SCmJI_w.000.wav
1.0,U22Jy0m5xSQ.002.wav
