start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Part,Name,speech_ratio
0 days,0 days 00:00:14.846000,30.680326,0.14719644,27.394644,29.703701,33.24173,5.847086,178.04974,158.49478,92.98143,103.386635,0.79634345,0.39116153,0.5194256,0.7195072,1.0345664,0.51514083,7.3698645,4.787709,5.30777,3.0102832,0.32945123,0.5556155,22.09403,0.38548023,13.069786,0.6192811,12.966235,0.93037564,10.348388,0.77816963,0.022690704,1.6078228,1.303006,0.7560639,11.232496,0.17195229,8.723507,1.2940023,25.389387,0.30794978,626.8001,0.4037839,1477.6898,0.20383564,-155.35535,-0.52046096,1711.333,0.18027374,1235.3508,0.2969591,-152.18445,-0.5255442,2860.055,0.109688185,1144.2493,0.27349898,-153.97568,-0.4998739,-29.024155,-0.23175225,44.49159,0.11769963,-0.060712703,-0.24706456,-0.010834001,-0.9153163,0.45656198,0.5185058,27.493883,0.15782827,10.02864,0.8479133,9.68556,1.7098953,6.5725346,1.4484065,-36.279358,49.43017,-0.08367597,-0.0065709534,0.28696734,3.506406,2.165088,0.106562495,0.08406133,0.3353125,0.3125498,-5.778282,Val,ZRl_k6DzTeI.002.wav,1.0
0 days,0 days 00:00:15.074000,35.587425,0.06165429,33.92119,35.108505,37.763374,3.842186,36.474476,62.23188,32.04455,41.242264,0.7666113,0.4148168,0.4923176,0.68650424,1.0284663,0.5361488,7.2118506,2.954183,4.7460027,2.8904753,0.23316564,0.6926366,24.176706,0.3199839,8.461396,1.5187314,13.494506,0.90025073,8.504715,1.2048777,0.007757731,1.2289529,0.83896786,0.69897944,13.91373,0.09107777,5.1159015,2.241646,21.60903,0.5111828,644.2729,0.36334506,1461.8844,0.1717086,-117.57073,-0.7922757,1720.9824,0.16373432,1220.6128,0.2550697,-117.96758,-0.7543525,2880.8787,0.09353695,1151.0625,0.26486948,-121.53023,-0.6986947,-27.87911,-0.23035878,42.5554,0.1634525,-0.06610411,-0.23980016,-0.009811304,-1.2142417,0.31049508,0.544837,28.701996,0.18682617,1.5623494,8.450325,11.8360405,1.1687149,4.7380724,2.2356722,-37.645523,49.918922,-0.08389298,-0.008089169,0.17239405,3.253652,2.9313793,0.14045455,0.103351876,0.17644443,0.13106665,-7.434517,Val,qP1UtCbMaW4.002.wav,1.0
0 days,0 days 00:00:11.244000,28.085522,0.0381299,27.220505,27.855232,28.991716,1.7712116,31.262121,30.480335,25.27596,15.573848,0.7640802,0.32216996,0.55974364,0.71525425,0.91688836,0.3571447,8.348276,6.499213,6.1217914,5.0395703,0.70986766,0.41019684,22.716873,0.3739021,13.61512,0.517492,10.428558,0.8754837,8.640285,0.920712,0.017755376,0.6931096,1.0578885,0.573742,10.106637,0.12270975,8.423974,1.066269,32.589825,0.24672592,696.10443,0.35890785,1513.5363,0.15439294,-179.41917,-0.31999013,1817.9884,0.14457588,1396.406,0.21661158,-180.69127,-0.2957921,2921.008,0.09160432,1333.2075,0.18736534,-181.39929,-0.28421053,-32.143497,-0.16263829,46.71228,0.11837777,-0.077328496,-0.24310347,-0.02487082,-0.49898106,0.84091604,0.3504514,33.047287,0.15881921,15.354202,0.4689658,11.588006,1.0031836,4.327802,2.564528,-36.204132,49.64631,-0.08682193,-0.012737939,0.6952143,4.541407,1.0733453,0.09833333,0.052730974,0.75,0.9524624,-5.927114,Val,PHUlL5ZzX5U.004.wav,0.965314641779181
0 days,0 days 00:00:14.912000,42.103207,0.10964,37.928913,39.96747,47.626446,9.697533,89.33673,54.231396,255.41061,379.28894,0.9877333,0.55075365,0.5897633,0.8275503,1.3216424,0.7318791,13.857262,10.071753,7.3493505,7.4813843,0.47770151,0.645785,20.017427,0.27663735,5.781873,2.0047505,17.25651,0.62691987,-3.8798993,-3.5693543,0.019939777,1.4818542,1.1194038,0.4317518,15.175637,0.19082263,7.183366,1.3390096,15.024482,0.67316884,638.42957,0.31313837,1333.9523,0.181976,-180.92134,-0.31176367,1719.7174,0.1522977,1183.7842,0.3450551,-173.95087,-0.35771027,2850.548,0.08758938,928.92755,0.39937165,-174.25609,-0.35249665,-23.115467,-0.28890154,35.24986,0.19861276,-0.06525182,-0.2467874,-0.01484426,-1.1419839,0.76589555,0.5843849,20.268211,0.37907213,-2.0884225,-5.289653,12.977722,1.1024154,-19.097616,-0.7801379,-32.60051,45.051266,-0.083420895,-0.009968845,0.43041942,2.818792,1.753203,0.07153846,0.06431247,0.46074072,0.50056213,-5.925675,Val,6waL_gUxtAM.002.wav,0.9955740157843339
0 days,0 days 00:00:14.816000,34.351917,0.18437283,30.198969,33.75038,35.930046,5.731077,54.58072,30.259756,75.022934,49.140476,0.61770505,0.45050275,0.38628042,0.54082704,0.80971974,0.42343932,7.9701233,5.2697024,4.313415,3.594891,0.19787267,0.77955425,23.322498,0.25345173,8.603504,1.0531734,12.07865,0.7973611,5.290882,1.8061268,0.007964613,0.8621835,0.981633,0.62437755,13.074923,0.18389963,4.129638,2.91087,19.906548,0.6193605,639.6936,0.35448185,1481.4309,0.19344124,-174.62996,-0.36749163,1720.6213,0.17228326,1302.837,0.23064682,-172.98062,-0.3678048,2839.0906,0.09862849,1216.6223,0.28900588,-173.80144,-0.35501134,-28.841639,-0.23519781,43.11561,0.1923949,-0.067541875,-0.1870033,-0.015804525,-0.7660528,0.30369717,0.53401256,27.31859,0.24509433,4.1034384,2.4174235,7.5940437,1.5493301,-2.8094227,-4.1766267,-36.828133,50.387978,-0.081922434,-0.010883314,0.18016595,2.9054055,1.6271186,0.080416664,0.043539174,0.49319997,0.53372437,-8.470241,Val,kxlqIrk0WnY.000.wav,0.978131657210352
0 days,0 days 00:00:14.174000,35.768288,0.06726381,33.484592,35.28747,37.720493,4.235901,80.27592,99.14314,23.828876,26.448858,0.9728261,0.38900474,0.602765,0.90658724,1.3108119,0.70804685,13.792517,13.433339,8.238669,4.8075843,0.4035701,0.63479257,22.042196,0.35384285,7.403071,1.5483459,9.809023,1.143746,-1.1223432,-11.312236,0.010914636,0.94390297,0.97831565,0.57365525,13.837741,0.09003337,5.1319575,2.2959988,20.860527,0.5355905,630.6392,0.29891887,1401.8392,0.20345803,-118.68681,-0.80168194,1739.7213,0.13470414,1194.128,0.2835416,-122.426094,-0.7203791,2857.8816,0.084268816,1106.5007,0.26301965,-124.04677,-0.6962075,-27.41105,-0.21696615,40.603096,0.1723451,-0.059346613,-0.2783428,-0.021030543,-0.5790695,0.5343096,0.52543557,26.284996,0.2191573,2.638545,4.523013,7.7536035,1.6379992,-7.654567,-1.6267854,-34.887257,47.05656,-0.07937621,-0.013199378,0.3128762,4.237288,3.122782,0.12295455,0.092652306,0.1816279,0.1727201,-5.9276443,Val,2r5NVi3SZ2I.003.wav,1.0
0 days,0 days 00:00:12.416000,40.56565,0.1468133,36.023697,39.387432,47.221107,11.197411,140.22003,37.19086,172.85622,119.228775,0.7240432,0.47266135,0.4581439,0.5978724,0.954635,0.49649113,8.660834,5.4416428,5.389183,3.852772,0.2626344,0.87799895,20.156515,0.26328415,5.0582805,2.1535208,8.435308,1.293903,4.394877,2.1451108,0.029582944,1.4394506,1.4000611,0.6392824,15.149058,0.17958875,6.0453,2.5350857,16.881231,0.6092165,660.56085,0.2963173,1252.4724,0.17676993,-182.28816,-0.31457978,1771.5156,0.12954187,1096.4069,0.28510773,-176.84714,-0.3478365,2935.0667,0.06983883,935.1289,0.29301623,-177.88158,-0.3297853,-23.725027,-0.30624118,40.153866,0.1911227,-0.062085163,-0.28401956,-0.017460478,-0.836902,0.5767824,0.5405134,24.153807,0.2036357,-9.088828,-1.3847446,-0.027318139,-592.8687,-1.6858445,-6.5223618,-36.266293,50.313023,-0.08616104,-0.0107027255,0.22047247,2.7419355,1.45749,0.07277778,0.048740305,0.5615789,0.5924371,-6.040563,Val,LRczShwIVbM.002.wav,0.818781304271224
0 days,0 days 00:00:14.300000,40.380604,0.06776145,38.13212,40.297825,42.329895,4.197777,126.16404,123.07925,14.842685,7.8616204,0.6962941,0.43913457,0.45234656,0.5903887,0.9122312,0.45988464,7.4360847,7.5660777,4.608736,2.5705104,0.23219103,0.7849245,21.199633,0.3495634,12.10284,0.79173195,8.278731,1.2715721,6.435065,1.4271116,0.011404044,0.963137,0.94553596,0.6805781,16.184977,0.08665948,10.909101,1.1177708,24.681553,0.43277967,659.37286,0.32953745,1428.8921,0.20358138,-146.4276,-0.577112,1764.2942,0.13800699,1229.5642,0.27928767,-137.24185,-0.6137546,2902.7986,0.078161225,1196.3931,0.27535877,-139.91997,-0.5756433,-29.521393,-0.24549039,44.665054,0.19873811,-0.06637461,-0.22745095,-0.018116683,-0.64510053,0.3594253,0.6116431,24.926872,0.27196082,6.283618,1.7260473,2.902695,4.24369,0.6657359,14.5109625,-38.258068,51.38861,-0.080922246,-0.010121918,0.16708456,2.9391184,2.52809,0.12583333,0.09864006,0.2427027,0.2269021,-7.296285,Val,P7poMmhYnM0.003.wav,1.0
0 days,0 days 00:00:12.728000,32.45214,0.13539077,28.748352,31.74248,38.299446,9.551094,219.35841,177.03912,144.92995,191.89888,0.9711464,0.33102515,0.6951625,0.912875,1.2368249,0.5416624,6.140744,3.6391373,4.6057315,2.904324,0.3365815,0.4993056,22.019417,0.3302231,7.0803194,1.3347268,12.952021,0.9196682,6.79077,1.5384086,0.022828756,1.6829913,1.2477952,0.73547584,11.939208,0.18518604,7.994821,1.6549907,20.451206,0.4434388,601.3576,0.35506633,1431.594,0.1890369,-156.67824,-0.5100518,1701.7382,0.15534477,1141.7589,0.24545372,-156.07417,-0.4910968,2819.8347,0.10583714,1078.7896,0.27122816,-157.12021,-0.47601697,-26.995691,-0.17811367,39.759426,0.15214035,-0.057609465,-0.26357064,-0.014285826,-0.9766471,0.44813216,0.34609652,26.752169,0.16986382,4.0374374,2.1360877,12.829614,1.0165912,1.7337167,7.0642724,-32.293816,44.831203,-0.078722805,-0.008540553,0.3026014,3.1471283,2.1327014,0.10074074,0.11349418,0.33535713,0.3587128,-5.6161394,Val,BZ3FEf_KKso.002.wav,0.9948145565611082
0 days,0 days 00:00:15.140000,30.264915,0.19758482,25.685059,28.099684,32.720345,7.035286,123.032616,26.494131,87.995224,44.85745,0.98854417,0.3269026,0.6953606,0.9306286,1.2843313,0.5889707,10.226618,5.5297084,6.7862563,3.826182,0.34236127,0.5397783,21.161888,0.37758663,1.0123423,12.747924,14.574744,0.97803533,0.64380825,18.207998,0.024007203,1.7790178,1.6207378,0.76320976,10.788518,0.21070872,-1.4438366,-6.2339735,10.89416,0.9375598,655.9531,0.31087115,1383.107,0.17340566,-180.41185,-0.31487375,1750.8627,0.1615368,1221.0024,0.2777759,-179.81158,-0.30966777,2835.976,0.087279595,1050.2594,0.25287962,-180.02275,-0.30612335,-26.092726,-0.1960365,39.610657,0.14549185,-0.06085036,-0.275847,-0.01766464,-0.6720931,0.46321854,0.42419195,26.85053,0.14454499,-3.5863962,-3.3825727,12.22414,1.1826484,-8.002641,-1.5043278,-30.360943,43.158054,-0.074576214,-0.010028852,0.32752085,4.428288,1.7916391,0.05074074,0.031022804,0.48740742,0.40139192,-5.941269,Val,XoyQKsK7OtA.001.wav,0.9956406689261432
0 days,0 days 00:00:15.236000,29.935135,0.10988881,27.794844,29.19177,32.934837,5.1399937,181.07224,219.44495,14.6568575,6.360037,0.96064585,0.4443877,0.56712013,0.8552338,1.3358091,0.768689,11.2791,6.003807,8.413401,6.086796,0.4172776,0.5441922,22.82759,0.35813195,10.86368,1.0451967,18.958311,0.68301535,7.237764,1.4552073,0.01141267,1.1112899,0.987485,0.78422344,11.08019,0.1535707,4.946628,1.6263458,16.209599,0.51919127,689.71326,0.35416177,1432.7181,0.21918365,-132.81918,-0.66126287,1797.2294,0.1609331,1185.672,0.29327217,-134.17464,-0.62906206,2882.5527,0.09472736,1021.66223,0.36728686,-134.04993,-0.63073295,-26.29275,-0.24776283,36.72281,0.19308221,-0.06832751,-0.19901444,-0.013806559,-0.8740572,0.52647305,0.4131164,26.679682,0.19999482,5.6106534,2.1247756,23.227156,0.6379168,3.0862045,4.126288,-35.09359,47.04842,-0.083590746,-0.009163188,0.35527077,4.2049937,2.838284,0.11674418,0.08476289,0.21045454,0.25054443,-5.848086,Val,WATt9OOVZh8.005.wav,1.0
0 days,0 days 00:00:14.912000,36.95791,0.14762112,32.364067,34.833996,41.47365,9.109585,167.04623,284.65018,120.63915,136.3764,1.0373486,0.46696198,0.5707964,0.89733124,1.5363276,0.96553123,11.548788,5.2200737,7.966793,5.008196,0.3476521,0.7340968,23.082624,0.21833268,-3.3676593,-4.2290683,16.757734,0.7933174,3.1900272,3.9996662,0.018248131,2.0319772,1.128562,0.8077091,14.030543,0.14823762,-0.2927524,-33.89842,8.979176,1.1987569,682.209,0.3214326,1368.2864,0.1904179,-134.03622,-0.68322605,1753.2411,0.18582262,1138.2009,0.34062615,-127.36635,-0.7190848,2852.9463,0.117499225,1016.0987,0.33664998,-128.83748,-0.69633967,-22.372871,-0.24466637,35.442085,0.19833972,-0.06572574,-0.25211656,-0.008776582,-1.7065763,0.4964675,0.5391241,25.492626,0.20392583,-14.861029,-0.86362135,13.814042,1.1527001,-4.6591144,-2.953393,-34.483795,46.511974,-0.081897035,-0.006827321,0.26322997,3.8926175,2.8975742,0.11674418,0.08899232,0.20837209,0.16189186,-5.1457453,Val,nOCSTnpB_F4.000.wav,0.9955740157843339
0 days,0 days 00:00:10.004000,37.598278,0.041531693,36.208992,37.195408,39.267784,3.058792,21.26258,15.465401,47.42256,50.744102,1.0982919,0.24707045,0.858094,1.035053,1.3323305,0.4742365,7.7344337,4.826652,5.0604258,4.689383,0.43122253,0.33568022,15.539353,0.4883414,6.3499255,1.0137091,20.093668,0.4861332,-5.227928,-1.6258119,0.013022205,1.1121769,1.0270209,0.5358553,14.302931,0.055975925,12.429908,0.87524056,20.283451,0.3501448,638.2481,0.29464188,1410.9608,0.17406282,-148.2615,-0.5655838,1724.3774,0.14696299,1252.3263,0.25115436,-147.00488,-0.5457331,2782.9092,0.06548108,1003.3838,0.41895148,-147.81062,-0.533178,-25.132687,-0.18180373,38.00807,0.11811217,-0.05988086,-0.22723734,-0.016860165,-0.65059036,0.52433455,0.32316652,22.68642,0.19157077,3.5818095,1.9826101,12.754637,0.8412907,-11.05006,-0.8046267,-29.068684,38.75445,-0.084238715,-0.010663625,0.39679995,3.5035036,2.6183286,0.100384615,0.07653459,0.2724,0.23157339,-6.6983085,Val,3WoXkI06zGk.004.wav,0.9418229072302781
0 days,0 days 00:00:13.848000,30.41315,0.0716574,29.257935,30.014565,31.00201,1.7440758,88.116135,39.300034,17.20303,30.279066,0.74103636,0.42961338,0.49150634,0.63244796,0.9869753,0.49546897,7.3489656,3.9452844,4.378226,2.406504,0.26676148,0.76891,24.077246,0.28028172,3.9940681,3.006197,8.899632,1.1288428,9.321077,1.1566514,0.013052002,0.8255371,1.3885427,0.8096613,10.971529,0.17855902,-2.4815865,-2.7592921,14.558515,0.7496038,682.71234,0.32784042,1405.8632,0.18750824,-179.53378,-0.3188805,1796.841,0.18285814,1160.083,0.22374599,-180.1037,-0.30575818,2906.0044,0.08950657,1161.1447,0.3003691,-180.73833,-0.2956213,-25.964985,-0.28710777,42.712605,0.18424998,-0.070266195,-0.22699279,-0.010320568,-1.6218675,0.48697773,0.39135015,30.57263,0.12990773,-3.4641576,-3.6293216,10.475632,1.5324614,-0.09702162,-139.73973,-33.980152,50.062576,-0.08839277,-0.002995147,0.2407136,2.9645698,1.5239478,0.06285714,0.051837,0.5468182,0.52849174,-6.4452105,Val,bJktioZ5Yxk.005.wav,1.0
0 days,0 days 00:00:14.136000,36.791977,0.07020624,35.209732,36.518124,38.373425,3.1636925,83.690765,127.9054,46.223007,48.633495,0.77616805,0.40121886,0.5038649,0.6969884,0.99696386,0.49309897,7.9085355,4.714917,4.653575,3.0710123,0.23737931,0.76956964,22.547997,0.25539023,2.9361389,3.3730888,6.7959943,1.7382472,5.158052,1.8538512,0.008636788,1.3662807,1.0309292,0.52342165,14.450106,0.07354037,1.1721066,9.006558,19.790537,0.490627,759.997,0.278414,1409.738,0.20079176,-151.08606,-0.56053406,1895.4806,0.16600014,1212.3508,0.2208054,-149.78435,-0.5481507,3045.0974,0.09547068,1164.5166,0.27328372,-151.93266,-0.5173456,-24.627731,-0.2274793,44.161667,0.1738786,-0.06430962,-0.22426245,-0.0050063427,-2.655111,0.39045545,0.5711788,26.90054,0.17168239,-6.298698,-1.4386266,-3.0614698,-4.623195,-0.88091254,-12.431245,-35.775196,49.33399,-0.07881317,-0.0068833157,0.18476377,3.3994334,2.2032695,0.1083871,0.11271135,0.32548386,0.33364883,-5.9782057,Val,U3UaF1aFek4.000.wav,0.9885398474632475
0 days,0 days 00:00:12.744000,39.51583,0.0032303375,39.38271,39.558826,39.621,0.23828888,2.1197639,0.0,-9.426308,0.0,0.8159229,0.28964582,0.6326144,0.7508667,0.96998763,0.33737326,6.2794485,4.428943,4.1521893,3.0767226,0.29015023,0.48890162,22.122868,0.22939433,6.1621084,1.3701236,11.060466,0.71712697,5.82863,1.1891128,0.036207344,0.73178095,1.6260245,0.56751424,14.68637,0.045551002,-3.3084393,-2.232894,20.057539,0.1221941,701.2958,0.1947699,1510.3938,0.2058488,-199.90681,-0.06436098,1860.857,0.11016241,1146.8401,0.1675344,-199.24059,-0.086720616,3101.153,0.04523756,1053.4404,0.12695433,-199.344,-0.081253365,-22.522284,-0.14339015,45.183765,0.04445403,-0.07119769,-0.11071621,-0.007753619,-0.4801943,0.37980843,0.13466567,28.293987,0.039939243,-9.948297,-0.21798393,-5.338815,-1.2848519,-5.1680827,-0.590231,-33.667515,46.826817,-0.07731143,-0.010094119,0.29016626,3.142184,0.15772872,0.044999998,0.015,4.18,2.5232651,-5.118718,Val,d4iSwRMV0bA.001.wav,0.99482106687984
0 days,0 days 00:00:13.526000,33.89634,0.19915001,28.104893,31.869068,39.703087,11.598194,1192.5055,915.87036,189.75186,113.373436,0.8447795,0.48805723,0.5034552,0.70406,1.1196538,0.6161986,9.294186,6.1947837,4.712747,2.9512231,0.29993862,0.8785604,19.880974,0.29982442,2.1260834,4.9377856,17.298964,0.6139338,7.9974074,1.3041573,0.05515128,1.2302736,1.9573555,0.60083336,11.334325,0.14853962,-0.41730002,-27.264372,7.317968,0.7169632,720.9712,0.3397901,1310.1577,0.17000248,-197.9045,-0.11806892,1757.8131,0.13997012,1009.96124,0.23336165,-196.46854,-0.1395086,2977.2236,0.11406145,981.6001,0.16265081,-196.5886,-0.13539787,-19.920563,-0.19063784,32.870277,0.19525939,-0.05217138,-0.38512966,-0.0023194235,-5.105871,0.7103627,0.36336178,20.036709,0.21693872,-13.707673,-0.4656418,12.023778,0.88296837,4.3783054,1.6929265,-32.7813,44.42304,-0.075516164,-0.0070303874,0.29125652,3.0347893,0.37147102,0.051999997,0.024819348,2.1816666,2.2803905,-5.9108787,Val,Zwu5Y5r3Lrs.005.wav,0.9760460226878913
0 days,0 days 00:00:15.074000,36.32779,0.115230545,33.182907,35.552692,39.0176,5.834694,107.794586,123.83095,68.936295,85.38318,0.8688584,0.46940997,0.49001443,0.7561922,1.2279471,0.7379327,10.241983,5.6417685,7.8672996,4.0507402,0.3637677,0.79310155,25.443235,0.27027345,3.8012502,3.3154998,7.461856,1.7278273,2.4774723,3.842373,0.01628572,1.8143828,1.1105932,0.8747935,13.883768,0.10869633,-1.0582353,-10.400418,20.137001,0.5455562,603.77203,0.29914117,1325.8855,0.22227895,-132.08482,-0.67666966,1703.687,0.12126969,1190.0862,0.27900004,-129.14107,-0.6736386,2835.9763,0.08336199,1210.0282,0.28571776,-132.88878,-0.6197094,-28.149502,-0.26219136,42.180016,0.18338498,-0.06985531,-0.18067637,-0.024730427,-0.50546414,0.5085844,0.60291886,30.109486,0.15568317,-3.3417091,-4.0761876,1.7531327,8.280703,-2.0000763,-4.4028845,-36.895588,49.589645,-0.08578818,-0.016421575,0.280127,4.5152726,3.8666666,0.08603448,0.06840396,0.15785713,0.12427955,-6.2076755,Val,yEE9FoKWdpU.004.wav,1.0
0 days,0 days 00:00:12.020000,30.909239,0.118748695,28.654232,29.352516,32.58442,3.9301872,173.35474,258.60846,149.89246,258.77405,1.0328374,0.4121609,0.59956926,0.98746824,1.4338489,0.8342796,9.954905,4.805369,7.5846314,4.8252053,0.34945774,0.598428,22.502747,0.44370955,7.3965125,1.3881913,10.369252,1.5731484,2.530157,4.6309123,0.020107584,2.3139474,0.9790943,0.74563116,11.256815,0.11534604,2.548773,3.3547354,21.440416,0.57611406,641.66925,0.3643617,1343.8489,0.22124404,-97.06887,-1.0131484,1731.3452,0.1786775,1101.1167,0.2886373,-99.08005,-0.9414376,2851.1128,0.12604147,1142.5886,0.25004932,-103.02681,-0.86993694,-23.831297,-0.24941462,39.282112,0.20459747,-0.053522766,-0.26582107,-0.018541899,-0.81498355,0.43818292,0.45163116,27.445932,0.2585079,2.489427,3.7169254,6.695163,2.853682,-2.5951977,-4.851867,-34.040314,46.155396,-0.08112889,-0.008947606,0.25930092,3.8301418,3.0100334,0.1622222,0.13293923,0.14567567,0.12338778,-6.6583295,Val,pZxqWp0e-Ik.003.wav,1.0
0 days,0 days 00:00:14.492000,39.91805,0.08379713,37.599056,39.380875,41.553265,3.9542084,313.14,456.4155,87.190094,101.53127,0.97891295,0.41734323,0.58499074,0.8936372,1.3658406,0.7808498,12.039157,7.3429437,7.1091385,3.9903316,0.36124146,0.7746348,17.657803,0.3976441,-0.8362057,-17.093014,15.879988,0.9254105,1.3247269,11.6207,0.011583009,1.5503793,1.1213495,0.6456185,15.646869,0.094989106,7.3976984,1.7178541,10.710357,1.3430017,712.7495,0.32178882,1400.7899,0.19230725,-151.4658,-0.54490936,1770.4966,0.15365586,1179.7412,0.3123919,-143.0004,-0.5869667,2868.8877,0.09746601,963.3163,0.37616673,-142.81967,-0.5881884,-24.848246,-0.27844554,36.35454,0.23641767,-0.07156264,-0.21907724,-0.009973061,-1.8590671,0.5189709,0.5206007,20.88456,0.35297978,-6.5716977,-2.3155105,15.640882,1.1383778,-6.5200157,-2.6132975,-32.084877,43.051327,-0.08381625,-0.006661749,0.2957653,3.8674035,2.7027028,0.10102563,0.077087864,0.24249999,0.20588529,-5.362232,Val,mEQBB6XsJFk.000.wav,0.995445743538433
0 days,0 days 00:00:09.132000,34.79051,0.1883553,27.38492,34.641888,41.80558,14.42066,174.6009,217.04042,45.38941,29.177464,0.7584437,0.40826702,0.46901828,0.6799923,1.0121596,0.5431413,6.605766,5.3397584,5.254702,3.3456187,0.33662984,0.7822553,26.471703,0.34483537,14.736648,0.53004897,10.211622,1.059626,8.743079,1.1808373,0.010639747,1.2080475,0.81707746,0.8291981,13.7114935,0.20560794,8.845839,1.1770606,28.684523,0.37033534,707.86334,0.37048382,1454.081,0.1676053,-131.23578,-0.6695436,1811.7261,0.15955944,1345.1838,0.20123726,-126.42719,-0.6644966,2914.365,0.09834456,1257.0879,0.22728653,-130.46687,-0.6075558,-32.02191,-0.20779754,47.81012,0.12327927,-0.0704332,-0.29320714,-0.017873453,-0.7092326,0.45241153,0.5952284,32.664814,0.18348067,12.459085,0.7235823,5.7445917,2.273826,4.4491315,2.9397378,-39.36471,52.90973,-0.095602125,-0.009876985,0.25711635,3.618421,2.2050717,0.182,0.2299913,0.251,0.18854444,-5.746759,Val,AR3UwbmgKuQ.000.wav,0.9927726180780365
